Source Name	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Comment[EGA_SAMPLE]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[organism part]	Characteristics[disease]	Characteristics[sex]	Characteristics[metastasis site]	Comment[COSMIC_ID]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Comment[EGA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Comment[EGA_RUN]	Comment[SUBMITTED_FILE_NAME]	Comment[ANALYSIS_FILE_NAME]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
SUP-HD1	  	  	EGAN00001266256	Homo sapiens	NCBI Taxonomy	9606	SUP-HD1	hematopoietic system	Hodgkins lymphoma	male	  	1331039	P-MTAB-68143	Extract_SUP-HD1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SUP-HD1	sequencing assay	  	  	ERR1011790	ERR1011790	EGAR00001349478	16437_4.cram	HUMAN_37_RNA_seq_SUP-HD1_16437_4.ua.bam	SUP-HD1	hematopoietic system	Hodgkins lymphoma
SW1088	  	  	EGAN00001280548	Homo sapiens	NCBI Taxonomy	9606	SW1088	brain	glioblastoma multiforme	male	  	909745	P-MTAB-68143	Extract_SW1088	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW1088	sequencing assay	  	  	ERR1088192	ERR1088192	EGAR00001367747	16848_5.cram	HUMAN_37_RNA_seq_SW1088_16848_5.ua.bam	SW1088	brain	glioblastoma multiforme
SW1116	  	  	EGAN00001280549	Homo sapiens	NCBI Taxonomy	9606	SW1116	large intestine	colorectal adenocarcinoma	male	  	909746	P-MTAB-68143	Extract_SW1116	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW1116	sequencing assay	  	  	ERR1088193	ERR1088193	EGAR00001367748	16848_6.cram	HUMAN_37_RNA_seq_SW1116_16848_6.ua.bam	SW1116	large intestine	colorectal adenocarcinoma
SW13	SW13-sc-2189679	ERS625079	EGAN00001253234	Homo sapiens	NCBI Taxonomy	9606	SW13	adrenal gland	adrenocortical carcinoma	female	  	909744	P-MTAB-68143	12974949_ERX984470	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX984470	sequencing assay	ERX984470	EGAX00001301350	ERR905182	ERR905182	EGAR00001330165	15574_6.cram	HUMAN_37_RNA_seq_SW13_15574_6.ua.bam	SW13	adrenal gland	adrenocortical carcinoma
SW1463	  	  	EGAN00001280550	Homo sapiens	NCBI Taxonomy	9606	SW1463	large intestine	colorectal adenocarcinoma	female	  	909748	P-MTAB-68143	Extract_SW1463	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW1463	sequencing assay	  	  	ERR1088194	ERR1088194	EGAR00001367749	16848_7.cram	HUMAN_37_RNA_seq_SW1463_16848_7.ua.bam	SW1463	large intestine	colorectal adenocarcinoma
SW156	  	  	EGAN00001266257	Homo sapiens	NCBI Taxonomy	9606	SW156	kidney	renal cell carcinoma	male	  	1240220	P-MTAB-68143	Extract_SW156	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW156	sequencing assay	  	  	ERR989675	ERR989675	EGAR00001343543	16206_7.cram	HUMAN_37_RNA_seq_SW156_16206_7.ua.bam	SW156	kidney	renal cell carcinoma
SW1573	  	  	EGAN00001280551	Homo sapiens	NCBI Taxonomy	9606	SW1573	lung	non-small cell lung adenocarcinoma	female	  	724878	P-MTAB-68143	Extract_SW1573	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW1573	sequencing assay	  	  	ERR1088195	ERR1088195	EGAR00001367750	16848_8.cram	HUMAN_37_RNA_seq_SW1573_16848_8.ua.bam	SW1573	lung	non-small cell lung adenocarcinoma
SW1710	  	  	EGAN00001280552	Homo sapiens	NCBI Taxonomy	9606	SW1710	urinary bladder	bladder carcinoma	female	  	909749	P-MTAB-68143	Extract_SW1710	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW1710	sequencing assay	  	  	ERR1097817	ERR1097817	EGAR00001368765	16872_1.cram	HUMAN_37_RNA_seq_SW1710_16872_1.ua.bam	SW1710	urinary bladder	bladder carcinoma
SW403	  	  	EGAN00001280553	Homo sapiens	NCBI Taxonomy	9606	SW403	large intestine	colorectal adenocarcinoma	female	  	910908	P-MTAB-68143	Extract_SW403	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW403	sequencing assay	  	  	ERR1097818	ERR1097818	EGAR00001368766	16872_2.cram	HUMAN_37_RNA_seq_SW403_16872_2.ua.bam	SW403	large intestine	colorectal adenocarcinoma
SW48	SW48-sc-1971675	ERS462786	EGAN00001202184	Homo sapiens	NCBI Taxonomy	9606	SW48	large intestine	colorectal adenocarcinoma	female	  	909751	P-MTAB-68143	10923758_ERX636391	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX636391	sequencing assay	ERX636391	EGAX00001240303	ERR691411	ERR691411	EGAR00001265521	13666_5.cram	HUMAN_37_RNA_seq_SW48_13666_5.ua.bam	SW48	large intestine	colorectal adenocarcinoma
SW620	SW620-sc-1971676	ERS462787	EGAN00001202185	Homo sapiens	NCBI Taxonomy	9606	SW620	large intestine	colorectal adenocarcinoma	male	lymph node	905962	P-MTAB-68143	10923759_ERX636392	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX636392	sequencing assay	ERX636392	EGAX00001240304	ERR691412	ERR691412	EGAR00001265522	13666_6.cram	HUMAN_37_RNA_seq_SW620_13666_6.ua.bam	SW620	large intestine	colorectal adenocarcinoma
SW626	  	  	EGAN00001280554	Homo sapiens	NCBI Taxonomy	9606	SW626	ovary	ovarian adenocarcinoma	female	  	909753	P-MTAB-68143	Extract_SW626	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW626	sequencing assay	  	  	ERR1097819	ERR1097819	EGAR00001368767	16872_3.cram	HUMAN_37_RNA_seq_SW626_16872_3.ua.bam	SW626	ovary	ovarian adenocarcinoma
SW684	  	  	EGAN00001266258	Homo sapiens	NCBI Taxonomy	9606	SW684	connective tissue	fibrosarcoma	male	  	909754	P-MTAB-68143	Extract_SW684	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW684	sequencing assay	  	  	ERR989676	ERR989676	EGAR00001343544	16206_8.cram	HUMAN_37_RNA_seq_SW684_16206_8.ua.bam	SW684	connective tissue	fibrosarcoma
SW756	  	  	EGAN00001266259	Homo sapiens	NCBI Taxonomy	9606	SW756	uterine cervix	cervical squamous cell carcinoma	female	  	724839	P-MTAB-68143	Extract_SW756	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW756	sequencing assay	  	  	ERR989677	ERR989677	EGAR00001343545	16207_1.cram	HUMAN_37_RNA_seq_SW756_16207_1.ua.bam	SW756	uterine cervix	cervical squamous cell carcinoma
SW780	  	  	EGAN00001280555	Homo sapiens	NCBI Taxonomy	9606	SW780	urinary bladder	bladder carcinoma	female	  	687457	P-MTAB-68143	Extract_SW780	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW780	sequencing assay	  	  	ERR1097820	ERR1097820	EGAR00001368768	16872_4.cram	HUMAN_37_RNA_seq_SW780_16872_4.ua.bam	SW780	urinary bladder	bladder carcinoma
SW837	  	  	EGAN00001280556	Homo sapiens	NCBI Taxonomy	9606	SW837	large intestine	colorectal adenocarcinoma	male	  	909755	P-MTAB-68143	Extract_SW837	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW837	sequencing assay	  	  	ERR1097821	ERR1097821	EGAR00001368769	16872_5.cram	HUMAN_37_RNA_seq_SW837_16872_5.ua.bam	SW837	large intestine	colorectal adenocarcinoma
SW872	  	  	EGAN00001266260	Homo sapiens	NCBI Taxonomy	9606	SW872	connective tissue	liposarcoma	male	  	909756	P-MTAB-68143	Extract_SW872	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW872	sequencing assay	  	  	ERR989678	ERR989678	EGAR00001343546	16207_2.cram	HUMAN_37_RNA_seq_SW872_16207_2.ua.bam	SW872	connective tissue	liposarcoma
SW948	SW948-sc-1971677	ERS462788	EGAN00001202186	Homo sapiens	NCBI Taxonomy	9606	SW948	large intestine	colorectal adenocarcinoma	female	  	909757	P-MTAB-68143	10923760_ERX636393	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX636393	sequencing assay	ERX636393	EGAX00001240305	ERR691413	ERR691413	EGAR00001265523	13666_7.cram	HUMAN_37_RNA_seq_SW948_13666_7.ua.bam	SW948	large intestine	colorectal adenocarcinoma
SW954	  	  	EGAN00001266261	Homo sapiens	NCBI Taxonomy	9606	SW954	vulva	vulvar squamous cell carcinoma	female	  	924247	P-MTAB-68143	Extract_SW954	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW954	sequencing assay	  	  	ERR989679	ERR989679	EGAR00001343547	16207_3.cram	HUMAN_37_RNA_seq_SW954_16207_3.ua.bam	SW954	vulva	vulvar squamous cell carcinoma
SW962	  	  	EGAN00001266262	Homo sapiens	NCBI Taxonomy	9606	SW962	vulva	vulvar carcinoma	female	lymph node	909758	P-MTAB-68143	Extract_SW962	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW962	sequencing assay	  	  	ERR989680	ERR989680	EGAR00001343548	16207_4.cram	HUMAN_37_RNA_seq_SW962_16207_4.ua.bam	SW962	vulva	vulvar carcinoma
SW982	  	  	EGAN00001266263	Homo sapiens	NCBI Taxonomy	9606	SW982	connective tissue	synovial sarcoma 	female	  	909759	P-MTAB-68143	Extract_SW982	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_SW982	sequencing assay	  	  	ERR989681	ERR989681	EGAR00001343549	16207_5.cram	HUMAN_37_RNA_seq_SW982_16207_5.ua.bam	SW982	connective tissue	synovial sarcoma 
TASK1	  	  	EGAN00001266286	Homo sapiens	NCBI Taxonomy	9606	TASK1	peripheral nervous system	Askin tumor	male	  	1299067	P-MTAB-68143	Extract_TASK1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TASK1	sequencing assay	  	  	ERR983929	ERR983929	EGAR00001343438	16192_8.cram	HUMAN_37_RNA_seq_TASK1_16192_8.ua.bam	TASK1	peripheral nervous system	Askin tumor
TC-YIK	  	  	EGAN00001266264	Homo sapiens	NCBI Taxonomy	9606	TC-YIK	uterine cervix	cervical small cell carcinoma	female	  	946357	P-MTAB-68143	Extract_TC-YIK	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TC-YIK	sequencing assay	  	  	ERR989682	ERR989682	EGAR00001343550	16207_6.cram	HUMAN_37_RNA_seq_TC-YIK_16207_6.ua.bam	TC-YIK	uterine cervix	cervical small cell carcinoma
TE-10	  	  	EGAN00001280557	Homo sapiens	NCBI Taxonomy	9606	TE-10	esophagus	esophageal carcinoma	male	  	753622	P-MTAB-68143	Extract_TE-10	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TE-10	sequencing assay	  	  	ERR1097822	ERR1097822	EGAR00001368770	16872_6.cram	HUMAN_37_RNA_seq_TE-10_16872_6.ua.bam	TE-10	esophagus	esophageal carcinoma
TE-12	  	  	EGAN00001266265	Homo sapiens	NCBI Taxonomy	9606	TE-12	esophagus	esophageal squamous cell carcinoma	not available	  	946356	P-MTAB-68143	Extract_TE-12	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TE-12	sequencing assay	  	  	ERR989683	ERR989683	EGAR00001343551	16207_7.cram	HUMAN_37_RNA_seq_TE-12_16207_7.ua.bam	TE-12	esophagus	esophageal squamous cell carcinoma
TE-4	  	  	EGAN00001280558	Homo sapiens	NCBI Taxonomy	9606	TE-4	esophagus	esophageal squamous cell carcinoma	female	lymph node	1503371	P-MTAB-68143	Extract_TE-4	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TE-4	sequencing assay	  	  	ERR1097823	ERR1097823	EGAR00001368771	16872_7.cram	HUMAN_37_RNA_seq_TE-4_16872_7.ua.bam	TE-4	esophagus	esophageal squamous cell carcinoma
TE-441-T	  	  	EGAN00001280559	Homo sapiens	NCBI Taxonomy	9606	TE-441-T	musculature	rhabdomyosarcoma	female	  	924248	P-MTAB-68143	Extract_TE-441-T	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TE-441-T	sequencing assay	  	  	ERR1097824	ERR1097824	EGAR00001368772	16872_8.cram	HUMAN_37_RNA_seq_TE-441-T_16872_8.ua.bam	TE-441-T	musculature	rhabdomyosarcoma
TE-6	  	  	EGAN00001280560	Homo sapiens	NCBI Taxonomy	9606	TE-6	esophagus	esophageal squamous cell carcinoma	male	  	946355	P-MTAB-68143	Extract_TE-6	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TE-6	sequencing assay	  	  	ERR1097809	ERR1097809	EGAR00001368757	16871_1.cram	HUMAN_37_RNA_seq_TE-6_16871_1.ua.bam	TE-6	esophagus	esophageal squamous cell carcinoma
TE-8	  	  	EGAN00001280561	Homo sapiens	NCBI Taxonomy	9606	TE-8	esophagus	esophageal carcinoma	male	  	753623	P-MTAB-68143	Extract_TE-8	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TE-8	sequencing assay	  	  	ERR1097810	ERR1097810	EGAR00001368758	16871_2.cram	HUMAN_37_RNA_seq_TE-8_16871_2.ua.bam	TE-8	esophagus	esophageal carcinoma
TGBC11TKB	  	  	EGAN00001280562	Homo sapiens	NCBI Taxonomy	9606	TGBC11TKB	stomach	gastric adenocarcinoma	female	lymph node	909770	P-MTAB-68143	Extract_TGBC11TKB	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TGBC11TKB	sequencing assay	  	  	ERR1097811	ERR1097811	EGAR00001368759	16871_3.cram	HUMAN_37_RNA_seq_TGBC11TKB_16871_3.ua.bam	TGBC11TKB	stomach	gastric adenocarcinoma
TGBC1TKB	  	  	EGAN00001266266	Homo sapiens	NCBI Taxonomy	9606	TGBC1TKB	gall bladder	gallbladder adenocarcinoma 	female	lymph node	909769	P-MTAB-68143	Extract_TGBC1TKB	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TGBC1TKB	sequencing assay	  	  	ERR989684	ERR989684	EGAR00001343552	16207_8.cram	HUMAN_37_RNA_seq_TGBC1TKB_16207_8.ua.bam	TGBC1TKB	gall bladder	gallbladder adenocarcinoma 
TGBC24TKB	  	  	EGAN00001266267	Homo sapiens	NCBI Taxonomy	9606	TGBC24TKB	gall bladder	undifferentiated gallbladder carcinoma 	female	peritoneum	910695	P-MTAB-68143	Extract_TGBC24TKB	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TGBC24TKB	sequencing assay	  	  	ERR989685	ERR989685	EGAR00001343553	16232_1.cram	HUMAN_37_RNA_seq_TGBC24TKB_16232_1.ua.bam	TGBC24TKB	gall bladder	undifferentiated gallbladder carcinoma 
TGW	  	  	EGAN00001266268	Homo sapiens	NCBI Taxonomy	9606	TGW	peripheral nervous system	adrenal gland neuroblastoma	not available	  	910780	P-MTAB-68143	Extract_TGW	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TGW	sequencing assay	  	  	ERR989686	ERR989686	EGAR00001343554	16232_2.cram	HUMAN_37_RNA_seq_TGW_16232_2.ua.bam	TGW	peripheral nervous system	adrenal gland neuroblastoma
TK	  	  	EGAN00001266269	Homo sapiens	NCBI Taxonomy	9606	TK	hematopoietic system	diffuse large B cell lymphoma	not available	  	1331045	P-MTAB-68143	Extract_TK	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TK	sequencing assay	  	  	ERR989687	ERR989687	EGAR00001343555	16232_3.cram	HUMAN_37_RNA_seq_TK_16232_3.ua.bam	TK	hematopoietic system	diffuse large B cell lymphoma
TK10	TK10-sc-2189680	ERS625080	EGAN00001253235	Homo sapiens	NCBI Taxonomy	9606	TK10	kidney	renal cell carcinoma	male	  	905980	P-MTAB-68143	12974950_ERX984471	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX984471	sequencing assay	ERX984471	EGAX00001301351	ERR905183	ERR905183	EGAR00001330166	15574_7.cram	HUMAN_37_RNA_seq_TK10_15574_7.ua.bam	TK10	kidney	renal cell carcinoma
TMK-1	  	  	EGAN00001266270	Homo sapiens	NCBI Taxonomy	9606	TMK-1	stomach	gastric adenocarcinoma	not available	  	1299069	P-MTAB-68143	Extract_TMK-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TMK-1	sequencing assay	  	  	ERR989688	ERR989688	EGAR00001343556	16232_4.cram	HUMAN_37_RNA_seq_TMK-1_16232_4.ua.bam	TMK-1	stomach	gastric adenocarcinoma
TT2609-C02	  	  	EGAN00001280563	Homo sapiens	NCBI Taxonomy	9606	TT2609-C02	thyroid gland	follicular thyroid carcinoma	male	  	1240223	P-MTAB-68143	Extract_TT2609-C02	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TT2609-C02	sequencing assay	  	  	ERR1097812	ERR1097812	EGAR00001368760	16871_4.cram	HUMAN_37_RNA_seq_TT2609-C02_16871_4.ua.bam	TT2609-C02	thyroid gland	follicular thyroid carcinoma
TUR	  	  	EGAN00001266271	Homo sapiens	NCBI Taxonomy	9606	TUR	hematopoietic system	diffuse large B cell lymphoma	male	  	909773	P-MTAB-68143	Extract_TUR	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_TUR	sequencing assay	  	  	ERR989689	ERR989689	EGAR00001343557	16232_5.cram	HUMAN_37_RNA_seq_TUR_16232_5.ua.bam	TUR	hematopoietic system	diffuse large B cell lymphoma
U-266	  	  	EGAN00001280564	Homo sapiens	NCBI Taxonomy	9606	U-266	hematopoietic system	multiple myeloma	male	  	753615	P-MTAB-68143	Extract_U-266	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_U-266	sequencing assay	  	  	ERR1097813	ERR1097813	EGAR00001368761	16871_5.cram	HUMAN_37_RNA_seq_U-266_16871_5.ua.bam	U-266	hematopoietic system	multiple myeloma
U-698-M	  	  	EGAN00001266273	Homo sapiens	NCBI Taxonomy	9606	U-698-M	hematopoietic system	B-cell acute lymphoblastic leukemia	male	  	909777	P-MTAB-68143	Extract_U-698-M	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_U-698-M	sequencing assay	  	  	ERR989691	ERR989691	EGAR00001343559	16232_7.cram	HUMAN_37_RNA_seq_U-698-M_16232_7.ua.bam	U-698-M	hematopoietic system	B-cell acute lymphoblastic leukemia
U-CH2	U_CH2-sc-2189682	ERS625082	EGAN00001253237	Homo sapiens	NCBI Taxonomy	9606	U-CH2	bone	chordoma	female	  	1503373	P-MTAB-68143	12974952_ERX984473	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX984473	sequencing assay	ERX984473	EGAX00001301353	ERR905185	ERR905185	EGAR00001330168	15575_1.cram	HUMAN_37_RNA_seq_U-CH2_15575_1.ua.bam	U-CH2	bone	chordoma
U031	U031-sc-2189681	ERS625081	EGAN00001253236	Homo sapiens	NCBI Taxonomy	9606	U031	kidney	renal cell carcinoma	not available	  	905981	P-MTAB-68143	12974951_ERX984472	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX984472	sequencing assay	ERX984472	EGAX00001301352	ERR905184	ERR905184	EGAR00001330167	15574_8.cram	HUMAN_37_RNA_seq_U031_15574_8.ua.bam	U031	kidney	renal cell carcinoma
U251	  	  	EGAN00001266272	Homo sapiens	NCBI Taxonomy	9606	U251	brain	glioblastoma multiforme	male	  	905983	P-MTAB-68143	Extract_U251	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_U251	sequencing assay	  	  	ERR989690	ERR989690	EGAR00001343558	16232_6.cram	HUMAN_37_RNA_seq_U251_16232_6.ua.bam	U251	brain	glioblastoma multiforme
UACC-812	  	  	EGAN00001280565	Homo sapiens	NCBI Taxonomy	9606	UACC-812	breast	ductal carcinoma	female	  	910910	P-MTAB-68143	Extract_UACC-812	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_UACC-812	sequencing assay	  	  	ERR1097814	ERR1097814	EGAR00001368762	16871_6.cram	HUMAN_37_RNA_seq_UACC-812_16871_6.ua.bam	UACC-812	breast	ductal carcinoma
UDSCC2	  	  	EGAN00001266274	Homo sapiens	NCBI Taxonomy	9606	UDSCC2	mucosa	head and neck squamous cell carcinoma	not available	  	1299073	P-MTAB-68143	Extract_UDSCC2	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_UDSCC2	sequencing assay	  	  	ERR989692	ERR989692	EGAR00001343560	16232_8.cram	HUMAN_37_RNA_seq_UDSCC2_16232_8.ua.bam	UDSCC2	mucosa	head and neck squamous cell carcinoma
UMC-11	UMC_11-sc-2189683	ERS625083	EGAN00001253238	Homo sapiens	NCBI Taxonomy	9606	UMC-11	lung	carcinoid tumor	not available	  	909779	P-MTAB-68143	12974953_ERX984474	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX984474	sequencing assay	ERX984474	EGAX00001301354	ERR905186	ERR905186	EGAR00001330169	15575_2.cram	HUMAN_37_RNA_seq_UMC-11_15575_2.ua.bam	UMC-11	lung	carcinoid tumor
UWB1-289	  	  	EGAN00001266275	Homo sapiens	NCBI Taxonomy	9606	UWB1-289	ovary	ovarian carcinoma	female	  	1480374	P-MTAB-68143	Extract_UWB1-289	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_UWB1-289	sequencing assay	  	  	ERR989693	ERR989693	EGAR00001343561	16269_5.cram	HUMAN_37_RNA_seq_UWB1-289_16269_5.ua.bam	UWB1-289	ovary	ovarian carcinoma
VA-ES-BJ	  	  	EGAN00001266276	Homo sapiens	NCBI Taxonomy	9606	VA-ES-BJ	connective tissue	sarcoma	male	bone marrow	688121	P-MTAB-68143	Extract_VA-ES-BJ	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_VA-ES-BJ	sequencing assay	  	  	ERR989694	ERR989694	EGAR00001343562	16269_6.cram	HUMAN_37_RNA_seq_VA-ES-BJ_16269_6.ua.bam	VA-ES-BJ	connective tissue	sarcoma
VAL	  	  	EGAN00001266277	Homo sapiens	NCBI Taxonomy	9606	VAL	hematopoietic system	diffuse large B cell lymphoma	female	  	1331048	P-MTAB-68143	Extract_VAL	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_VAL	sequencing assay	  	  	ERR989695	ERR989695	EGAR00001343563	16269_7.cram	HUMAN_37_RNA_seq_VAL_16269_7.ua.bam	VAL	hematopoietic system	diffuse large B cell lymphoma
VM-CUB-1	  	  	EGAN00001280566	Homo sapiens	NCBI Taxonomy	9606	VM-CUB-1	urinary bladder	bladder transitional cell carcinoma	male	  	909780	P-MTAB-68143	Extract_VM-CUB-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_VM-CUB-1	sequencing assay	  	  	ERR1097815	ERR1097815	EGAR00001368763	16871_7.cram	HUMAN_37_RNA_seq_VM-CUB-1_16871_7.ua.bam	VM-CUB-1	urinary bladder	bladder transitional cell carcinoma
VMRC-LCD	VMRC_LCD-sc-2189684	ERS625084	EGAN00001253239	Homo sapiens	NCBI Taxonomy	9606	VMRC-LCD	lung	lung adenocarcinoma	male	  	713869	P-MTAB-68143	12974954_ERX984475	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX984475	sequencing assay	ERX984475	EGAX00001301355	ERR905187	ERR905187	EGAR00001330170	15575_3.cram	HUMAN_37_RNA_seq_VMRC-LCD_15575_3.ua.bam	VMRC-LCD	lung	lung adenocarcinoma
VMRC-MELG	  	  	EGAN00001266278	Homo sapiens	NCBI Taxonomy	9606	VMRC-MELG	skin	melanoma	not available	large intestine	930301	P-MTAB-68143	Extract_VMRC-MELG	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_VMRC-MELG	sequencing assay	  	  	ERR989696	ERR989696	EGAR00001343564	16269_8.cram	HUMAN_37_RNA_seq_VMRC-MELG_16269_8.ua.bam	VMRC-MELG	skin	melanoma
VMRC-RCZ	  	  	EGAN00001280567	Homo sapiens	NCBI Taxonomy	9606	VMRC-RCZ	kidney	renal cell carcinoma	not available	  	909781	P-MTAB-68143	Extract_VMRC-RCZ	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_VMRC-RCZ	sequencing assay	  	  	ERR1097816	ERR1097816	EGAR00001368764	16871_8.cram	HUMAN_37_RNA_seq_VMRC-RCZ_16871_8.ua.bam	VMRC-RCZ	kidney	renal cell carcinoma
